Plate,Well,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,D04,LRRK2 WT: DoD 50,0.114039,0.027766,22.4544,20.1387,1.47528,1.37973,534.308,399.594,359.011,2610560.0,410.373,11.7064,17.6109,1104.16,1126.64,361059.0,289546.0,21164.8,5984.22,6533.03,21241.0,7494.46,0.442801,6920890.0,2417220.0,1519990.0,5458940.0,1341510.0,418.215,378.052,3134300.0,0.00359433,0.00327987,0.00352363,0.00324762,467.838,614.854,471.793,624.612,201694000.0,206285000.0,200959000.0,206198000.0,1.59458,1.66708,1.61044,1.67129,5.24355e-05,4.79532e-05,5.30184e-05,4.74723e-05,3.33578,3.38269,3.35039,3.38563,-0.270403,-0.24636,-0.261202,-0.244664,0.797451,0.775731,0.78892,0.774058,0.163411,0.143422,0.154323,0.142119,103.591,104.774,103.89,104.773,2.20473,2.20971,2.2073,2.20987,4772.31,4844.37,4780.13,4844.31,18380.1,18579.6,18399.3,18574.3,435.752,462.279,3180.14,2395.02,1176650.0,348.223,462.448,-3.11187,1205.18,23.5444,-2.76021,542.173,736.061,231.0,486.768,972.583,-3.03954,21.4518,132.534,2241070.0,6007.98,318.247,361.034,298.38,6026.76,758.738,4216.68,0.577739,0.448763,0.65371,0.454064,0.316254,0.0,62.0,566.0,327.0,254.0,370.0,257.0,179.0,0.0987261,0.901274,2541.46
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,E04,LRRK2 WT: DoD 50,0.0763347,0.0134678,15.5655,16.164,0.500951,0.522026,599.076,417.817,501.187,2848490.0,428.665,11.9656,18.3349,1187.32,1243.83,345511.0,267424.0,21980.5,5963.69,6817.55,23031.5,7568.51,0.4805,6396310.0,2379330.0,1395500.0,4951770.0,1180690.0,461.219,496.847,3490740.0,0.00715384,0.00665073,0.00704065,0.00657249,422.422,571.576,432.531,577.425,151902000.0,155075000.0,151006000.0,155042000.0,1.53964,1.61512,1.55732,1.61805,5.75339e-05,5.25972e-05,5.80115e-05,5.23271e-05,3.22096,3.26987,3.23622,3.27209,-0.26761,-0.241447,-0.257499,-0.239955,0.784634,0.760499,0.774948,0.759005,0.184601,0.163479,0.17537,0.162701,91.3077,92.3417,91.5794,92.3411,2.12932,2.13455,2.13161,2.13451,3921.45,3979.93,3928.38,3979.96,15064.4,15209.0,15077.0,15206.2,473.344,523.39,3365.61,2357.28,1174600.0,349.635,460.904,-2.60806,1594.36,23.7384,-2.58837,651.21,945.636,231.0,588.571,1275.76,-2.89732,24.2678,187.484,2014200.0,5489.4,330.662,390.9,362.869,6022.43,674.883,3982.44,0.510526,0.410526,0.612281,0.377193,0.273684,0.0,103.0,570.0,291.0,234.0,349.0,215.0,156.0,0.153046,0.846954,2442.44
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,F04,LRRK2 WT: DoD 50,0.0933202,0.0096928,20.1588,17.376,0.474012,0.428106,527.2,433.449,834.962,2947840.0,468.794,11.2132,19.3946,1113.87,1361.43,302973.0,200130.0,20787.6,5820.86,6800.9,24282.1,7763.05,0.586833,5654220.0,2094680.0,1210740.0,3569460.0,846172.0,507.808,615.252,3942140.0,0.00329474,0.00300781,0.00321153,0.00301813,490.193,663.244,497.081,646.854,198130000.0,202316000.0,197283000.0,202469000.0,1.61997,1.69735,1.6376,1.69318,4.92498e-05,4.45663e-05,4.97107e-05,4.50804e-05,3.35841,3.40716,3.37348,3.40417,-0.268561,-0.244228,-0.259315,-0.245846,0.796974,0.774869,0.78847,0.776286,0.154644,0.134181,0.145108,0.135161,105.167,106.339,105.485,106.34,2.21396,2.21978,2.21678,2.2194,4836.55,4907.06,4845.3,4907.12,18619.9,18799.1,18640.3,18807.7,497.479,613.78,3594.45,2335.82,1107090.0,388.907,484.676,-2.58032,1324.04,17.411,-2.61741,616.629,802.192,231.0,518.081,1067.34,-2.98624,12.6303,173.596,3620680.0,5684.13,317.626,456.997,292.138,5402.11,824.633,3468.39,0.544,0.416,0.616,0.294,0.218,1.0,44.0,500.0,272.0,208.0,308.0,147.0,109.0,0.0808824,0.919118,2378.11
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,G04,LRRK2 WT: DoD 50,0.124769,0.01388,21.5107,14.4084,0.745602,0.547784,540.177,398.316,568.073,2716320.0,406.882,8.19293,14.4762,892.309,1089.13,277508.0,182973.0,17232.2,5669.46,6819.5,20801.1,7383.38,0.642027,5359210.0,2243620.0,1247280.0,3494580.0,871239.0,434.979,421.722,3211620.0,0.00333836,0.00297907,0.0032294,0.00299865,442.71,597.517,452.803,603.437,166056000.0,169562000.0,164759000.0,169524000.0,1.5755,1.65116,1.59254,1.65326,5.45785e-05,4.98174e-05,5.5456e-05,4.9693e-05,3.30352,3.35327,3.31807,3.35403,-0.275679,-0.249924,-0.266158,-0.24975,0.800852,0.777914,0.79227,0.778029,0.171046,0.149885,0.161644,0.14945,97.919,99.0245,98.191,99.0238,2.19213,2.19704,2.19403,2.19701,4363.27,4426.64,4368.94,4426.56,16786.7,16947.7,16794.3,16944.3,429.927,448.522,3451.57,2129.36,1135570.0,375.582,480.811,-2.35141,1769.69,19.1125,-2.60332,762.076,1039.67,231.0,634.307,1411.96,-2.86637,13.9908,245.335,2426550.0,5683.22,340.799,368.151,435.574,4113.3,723.915,2664.57,0.514901,0.364238,0.544702,0.278146,0.195364,0.0,41.0,604.0,311.0,220.0,329.0,168.0,118.0,0.0635659,0.936434,2356.54
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,H04,LRRK2 WT: DoD 50,0.101026,0.0151546,22.1294,22.4995,0.815286,0.83464,578.857,386.721,635.338,2546030.0,391.106,8.49544,14.1453,922.453,1055.38,303487.0,181526.0,18185.1,5568.99,6583.62,19536.9,7188.76,0.66809,5982900.0,2245020.0,1297570.0,3360350.0,848274.0,422.459,654.495,3036960.0,0.00517965,0.00475749,0.00509783,0.00476127,405.867,559.521,407.68,549.199,146272000.0,149493000.0,145585000.0,149521000.0,1.53886,1.61775,1.55327,1.61359,5.82699e-05,5.30012e-05,5.91764e-05,5.3521e-05,3.22547,3.2762,3.2383,3.27361,-0.272802,-0.245689,-0.26391,-0.247282,0.791354,0.766686,0.783024,0.768267,0.184177,0.162306,0.17584,0.163258,91.4496,92.4837,91.7216,92.4836,2.13999,2.14544,2.14193,2.1453,3951.28,4010.57,3959.7,4010.52,15192.3,15338.6,15215.8,15343.6,417.825,435.579,3182.0,2007.85,1085060.0,359.703,476.169,-3.75399,1744.79,18.619,-2.84871,727.558,1020.06,231.0,627.644,1386.29,-3.19883,12.7519,233.95,2294950.0,5978.11,344.785,371.525,334.457,4076.16,654.848,2250.92,0.506154,0.358462,0.524615,0.264615,0.181538,0.0,62.0,650.0,329.0,233.0,341.0,172.0,118.0,0.0870787,0.912921,2255.49
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,I04,LRRK2 WT: DoD 50,0.0877135,0.0114538,18.1451,16.1207,0.496143,0.448156,560.453,387.401,496.33,2259880.0,407.916,9.03061,15.3723,1003.07,1260.19,196602.0,118458.0,19060.2,5132.9,5833.45,22757.9,6742.33,0.665358,3735800.0,1423360.0,692942.0,2139250.0,465221.0,441.752,431.164,2978440.0,0.00574594,0.00537521,0.00572685,0.00536597,408.085,556.87,414.045,566.837,117911000.0,119773000.0,116504000.0,119712000.0,1.54417,1.61846,1.56067,1.62192,5.75465e-05,5.28319e-05,5.81334e-05,5.24755e-05,3.20192,3.24826,3.21593,3.25097,-0.270948,-0.24628,-0.260933,-0.244737,0.787753,0.765473,0.778311,0.76383,0.181223,0.160861,0.17218,0.160369,89.7158,90.6929,89.9409,90.6945,2.1206,2.12648,2.12257,2.12672,3869.83,3924.79,3873.03,3924.98,14878.3,15009.3,14878.4,15005.2,422.244,491.43,2670.79,1637.21,651672.0,350.014,470.543,-2.58047,1474.88,20.3198,-2.99027,632.054,878.859,231.0,557.422,1180.17,-3.15849,15.0015,185.644,1808020.0,4828.21,359.707,378.735,281.102,3957.91,375.967,2599.04,0.4197,0.289079,0.522484,0.201285,0.147752,0.0,73.0,467.0,196.0,135.0,244.0,94.0,69.0,0.135185,0.864815,2272.04
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,J04,LRRK2 WT: DoD 50,0.0849233,0.00904514,22.2029,19.5603,0.503961,0.439106,518.998,441.033,772.744,3112040.0,479.71,8.0813,15.9845,924.797,1159.8,227500.0,149614.0,18906.6,5680.38,7056.25,21348.0,8830.11,0.648257,4651010.0,1785230.0,971345.0,2753890.0,618108.0,547.886,815.317,4837890.0,0.00432826,0.00393914,0.00426526,0.00396591,413.38,555.481,418.318,564.466,144711000.0,147969000.0,144214000.0,147875000.0,1.5387,1.61373,1.55444,1.61615,5.93141e-05,5.42323e-05,6.01619e-05,5.39372e-05,3.22713,3.27686,3.24065,3.27746,-0.2705,-0.243892,-0.261329,-0.243781,0.789512,0.765176,0.780933,0.76532,0.1835,0.162098,0.174765,0.161647,90.9476,91.9978,91.2248,91.9987,2.13866,2.14381,2.1406,2.14375,3916.83,3976.35,3924.52,3976.35,15051.6,15205.5,15071.6,15201.0,523.309,678.419,3467.17,1965.73,877194.0,361.52,478.328,-1.25779,1989.86,20.1172,-2.44209,795.327,1148.98,231.0,691.729,1574.27,-2.69492,14.0381,270.016,2483920.0,6137.03,323.691,358.073,333.542,3646.35,597.802,2340.62,0.49497,0.344064,0.509054,0.259557,0.140845,0.0,60.0,497.0,246.0,171.0,253.0,129.0,70.0,0.10772,0.89228,2416.91
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,K04,LRRK2 WT: DoD 50,0.0993468,0.0100036,20.1915,17.5167,0.493302,0.449056,562.616,405.709,797.777,2642310.0,434.877,7.44,13.5556,986.351,1235.1,221929.0,111159.0,18468.6,5922.23,6512.82,24689.1,8264.46,0.806036,4155440.0,1791030.0,953479.0,2222020.0,553719.0,460.512,634.824,3805880.0,0.00400981,0.00366452,0.00392321,0.00366134,414.985,560.424,419.105,567.826,156530000.0,161298000.0,154962000.0,161218000.0,1.54681,1.62401,1.56362,1.62628,5.82091e-05,5.29591e-05,5.88216e-05,5.26989e-05,3.23578,3.2855,3.24999,3.28682,-0.274296,-0.248397,-0.264484,-0.247725,0.793335,0.770123,0.784367,0.769411,0.180961,0.159285,0.171994,0.159124,92.933,94.0129,93.1736,94.0118,2.1487,2.15462,2.15101,2.15464,4108.93,4171.99,4113.81,4171.95,15811.4,15976.5,15819.5,15972.6,426.704,465.545,3328.1,2282.25,915227.0,402.137,614.143,-5.30734,1825.1,16.0356,-5.35061,769.525,1063.9,231.0,648.517,1449.3,-5.86371,11.7032,245.234,2457170.0,5582.1,352.856,365.446,304.795,4007.07,606.025,2248.33,0.448207,0.320717,0.547809,0.179283,0.133466,0.0,32.0,502.0,225.0,161.0,275.0,90.0,67.0,0.0599251,0.940075,2408.03
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,L04,LRRK2 WT: DoD 50,0.0632249,0.00867557,15.7898,16.2325,0.344034,0.360619,590.989,539.855,665.886,3265140.0,680.856,7.89015,15.7311,865.538,1244.17,228502.0,148056.0,16946.6,5030.11,6048.18,22510.2,7158.84,0.593819,4473910.0,1590670.0,834998.0,2678720.0,536913.0,867.772,604.254,6212240.0,0.00787855,0.00750041,0.00772742,0.00751385,395.421,549.323,399.237,538.657,114700000.0,117391000.0,113161000.0,117444000.0,1.5487,1.62522,1.56493,1.62167,5.62105e-05,5.12823e-05,5.68588e-05,5.17762e-05,3.20686,3.25453,3.22019,3.25244,-0.270049,-0.244922,-0.259835,-0.245912,0.786069,0.763054,0.776213,0.76397,0.177716,0.157675,0.16836,0.158036,89.0781,90.1009,89.2562,90.0991,2.11824,2.12465,2.12,2.12446,3814.99,3873.5,3816.9,3873.32,14669.1,14813.3,14667.1,14817.7,762.206,1368.66,2729.61,1581.42,717888.0,359.421,500.891,-3.69439,1333.93,17.9026,-3.53507,590.167,797.79,231.0,521.428,1065.88,-3.78805,12.601,151.215,1658680.0,4235.46,351.084,434.302,846.597,3282.85,377.433,2507.17,0.473118,0.297491,0.471326,0.213262,0.134409,0.0,71.0,558.0,264.0,166.0,263.0,119.0,75.0,0.112878,0.887122,2271.79
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,M04,LRRK2 WT: DoD 50,0.175397,0.0296736,22.2461,25.428,1.61924,1.86372,479.298,375.431,732.129,2035010.0,365.992,8.65608,18.6351,936.884,1351.51,177071.0,100012.0,18440.9,5794.06,5420.47,26743.4,7775.75,0.673789,3485330.0,1333440.0,712669.0,1979010.0,396563.0,392.728,775.045,3053750.0,0.00407178,0.00381517,0.00396056,0.00372807,465.624,613.851,466.604,617.189,154865000.0,158895000.0,153897000.0,158845000.0,1.62449,1.69594,1.64039,1.69703,4.74758e-05,4.3324e-05,4.80064e-05,4.3253e-05,3.34467,3.39019,3.35925,3.39083,-0.270316,-0.248606,-0.260899,-0.248008,0.799162,0.779963,0.790524,0.779377,0.150594,0.132181,0.141327,0.131919,102.953,104.199,103.249,104.199,2.20423,2.2119,2.2078,2.21183,4649.41,4724.72,4657.62,4724.67,17900.2,18112.8,17923.8,18111.0,417.188,363.207,2176.08,1604.94,535316.0,340.539,451.799,-3.26407,947.938,21.3152,-2.9907,453.575,600.24,231.0,420.26,775.115,-3.20063,16.5506,86.9092,1739140.0,4692.14,328.194,346.645,553.617,2664.69,283.837,2441.0,0.397059,0.258403,0.516807,0.155462,0.107143,0.0,35.0,476.0,189.0,123.0,246.0,74.0,51.0,0.0684932,0.931507,2486.38
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,N04,LRRK2 WT: DoD 50,0.0619956,0.0136864,17.151,16.9404,0.588262,0.585984,563.424,417.608,416.45,2390410.0,428.105,9.52297,16.08,1036.52,1414.93,293336.0,141493.0,18985.2,4646.16,5724.04,25052.0,7197.09,0.644332,5372810.0,1614180.0,984985.0,2505200.0,496599.0,510.646,556.413,3675160.0,0.00375579,0.00342932,0.00364765,0.0034232,448.82,608.155,448.64,604.93,142529000.0,145626000.0,141054000.0,145618000.0,1.59352,1.67026,1.60857,1.66884,5.13339e-05,4.64508e-05,5.19754e-05,4.67304e-05,3.31945,3.36938,3.3337,3.36892,-0.275281,-0.250583,-0.265978,-0.250907,0.802002,0.780061,0.793562,0.780414,0.162609,0.142127,0.153849,0.14247,97.4366,98.6146,97.6715,98.6149,2.19771,2.20354,2.19964,2.2035,4312.69,4380.33,4316.53,4380.3,16585.7,16762.2,16592.5,16763.7,509.866,595.571,2493.29,1345.94,703109.0,363.3,495.661,-3.14964,1470.15,16.8309,-3.65583,661.818,881.538,231.0,556.6,1182.09,-3.92956,13.2013,185.173,2076840.0,5311.39,358.834,370.263,296.409,4737.28,614.979,2674.37,0.594538,0.445378,0.592437,0.210084,0.144958,0.0,13.0,476.0,283.0,212.0,282.0,100.0,69.0,0.0265849,0.973415,2639.51
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,O04,LRRK2 WT: DoD 50,0.134821,0.0234438,23.7235,22.9551,1.36871,1.32931,540.505,376.969,548.897,1762350.0,390.127,8.33333,15.5357,772.234,1091.01,271054.0,152742.0,15367.8,4404.76,4675.06,20913.8,6463.13,0.617927,5394110.0,1809250.0,1211310.0,2927940.0,710944.0,419.699,675.11,2712570.0,0.00179101,0.00156543,0.0016879,0.00158118,436.199,584.207,438.187,582.456,144153000.0,147328000.0,142932000.0,147366000.0,1.60881,1.687,1.62637,1.68433,4.95432e-05,4.44227e-05,4.99454e-05,4.47341e-05,3.36156,3.41216,3.3772,3.41011,-0.27739,-0.252957,-0.267742,-0.254014,0.808242,0.787239,0.799701,0.787984,0.153613,0.132534,0.143707,0.133516,100.575,101.754,100.89,101.754,2.22691,2.23342,2.23005,2.23345,4450.24,4519.15,4459.84,4519.17,17127.9,17314.7,17155.7,17315.6,388.9,389.359,1479.52,1046.08,572575.0,381.111,538.336,-4.39221,1315.18,17.3922,-4.13271,591.677,787.458,231.0,515.958,1050.58,-4.44244,14.6954,150.184,2158030.0,5348.8,337.134,331.122,309.395,3432.15,476.997,2855.32,0.55102,0.431711,0.607535,0.21978,0.172684,1.0,39.0,637.0,351.0,275.0,387.0,140.0,110.0,0.0576923,0.942308,2527.96
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,B05,LRRK2 WT: DoD 50,0.126858,0.0186231,21.7607,21.2912,0.988845,0.972767,453.256,389.592,564.834,2525810.0,432.165,10.7698,15.0608,1060.25,958.36,280967.0,393886.0,19082.0,7677.63,6483.21,20200.5,7219.44,0.422458,5056730.0,3507420.0,1750500.0,8302410.0,2303000.0,407.76,689.128,2943800.0,0.00242173,0.00216883,0.00233172,0.00218901,529.512,698.582,539.661,699.719,311165000.0,317563000.0,310373000.0,317508000.0,1.64589,1.72098,1.66184,1.72074,4.63819e-05,4.21473e-05,4.72642e-05,4.21632e-05,3.4164,3.46252,3.43015,3.46204,-0.269156,-0.246262,-0.261206,-0.246678,0.802113,0.781338,0.794851,0.781844,0.144907,0.125532,0.136219,0.125921,115.49,116.756,115.825,116.755,2.25069,2.25524,2.25357,2.25532,5763.96,5847.61,5773.93,5847.55,22252.5,22483.4,22273.3,22482.6,402.366,448.173,3073.6,3497.37,1662820.0,351.902,458.959,-2.35373,1068.46,23.5054,-2.50587,513.533,668.717,231.0,451.486,872.653,-2.67735,19.1791,117.273,2526180.0,6596.54,313.795,312.007,492.472,5893.31,855.41,3880.01,0.361528,0.31105,0.738063,0.560709,0.435198,0.0,98.0,733.0,265.0,228.0,541.0,411.0,319.0,0.11793,0.88207,2710.45
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,C05,LRRK2 WT: DoD 50,0.162677,0.0360773,20.4842,20.0987,1.80216,1.76137,515.008,381.601,377.646,2995830.0,395.76,10.8208,18.7329,998.269,1101.67,345401.0,371262.0,19040.7,7758.31,7850.7,20090.2,8332.2,0.538038,6588070.0,3642720.0,2055950.0,6770380.0,1974730.0,402.35,403.497,3352460.0,0.00433347,0.00395499,0.00425136,0.00394074,471.97,624.808,481.23,633.835,227334000.0,231895000.0,226198000.0,231844000.0,1.57926,1.6533,1.59489,1.65607,5.47712e-05,4.98714e-05,5.55901e-05,4.9826e-05,3.30456,3.35282,3.31827,3.35393,-0.267125,-0.241365,-0.258305,-0.240788,0.790918,0.767146,0.782646,0.766319,0.17109,0.150755,0.162358,0.150045,102.293,103.419,102.579,103.42,2.18289,2.18707,2.18498,2.18721,4756.62,4826.12,4764.8,4826.2,18320.1,18505.8,18337.3,18501.6,383.229,389.988,4451.79,3746.85,2065630.0,355.32,478.963,-2.97285,1505.79,23.9234,-2.90252,659.601,901.893,231.0,565.378,1210.59,-3.1795,19.0133,196.028,3049810.0,7813.54,323.159,347.109,330.833,5633.67,1086.52,3848.87,0.494286,0.378571,0.662857,0.481429,0.338571,1.0,82.0,700.0,346.0,265.0,464.0,337.0,237.0,0.104859,0.895141,2570.16
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,D05,LRRK2 WT: DoD 50,0.102275,0.0146867,21.3838,18.1505,0.772273,0.673886,476.419,400.649,443.017,2954050.0,427.703,11.8319,22.6787,1090.38,1215.15,252967.0,268548.0,20092.8,7489.8,7373.16,22523.1,8304.73,0.508074,4661520.0,2529000.0,1348160.0,4977610.0,1287230.0,436.09,449.987,3621610.0,0.00307938,0.0027505,0.0030012,0.00278869,482.14,646.942,486.362,638.721,214414000.0,218624000.0,213595000.0,218764000.0,1.60917,1.68657,1.62476,1.68365,5.07827e-05,4.59164e-05,5.15916e-05,4.62928e-05,3.35037,3.39954,3.36457,3.39719,-0.266051,-0.240605,-0.257164,-0.242038,0.79428,0.770591,0.785834,0.772067,0.157517,0.137332,0.148884,0.137784,104.57,105.737,104.877,105.738,2.20776,2.21189,2.20979,2.21178,4867.35,4939.52,4876.11,4939.56,18747.8,18938.1,18769.7,18942.4,432.865,474.101,3850.93,3437.83,1320870.0,352.895,474.184,-3.49883,1334.85,21.7122,-2.87438,580.345,808.511,231.0,520.981,1076.32,-3.23902,16.4538,152.308,2552490.0,6875.47,310.378,339.208,313.413,5682.37,959.157,3687.62,0.428044,0.332103,0.632841,0.407749,0.285978,0.0,64.0,542.0,232.0,180.0,343.0,221.0,155.0,0.105611,0.894389,2590.55
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,E05,LRRK2 WT: DoD 50,0.0940889,0.0112336,20.7402,21.153,0.559521,0.577404,537.503,450.818,549.924,3912310.0,519.491,11.9331,18.3084,1273.78,1330.43,342646.0,302007.0,21859.2,7058.42,8678.27,23411.5,8763.1,0.602565,5880110.0,3202280.0,1517560.0,5314420.0,1428390.0,538.884,647.151,4722300.0,0.0061001,0.00556453,0.00603359,0.00552332,385.805,535.571,386.258,526.117,122166000.0,124616000.0,121531000.0,124648000.0,1.46855,1.54922,1.48165,1.54681,6.8799e-05,6.26056e-05,6.99039e-05,6.29553e-05,3.10138,3.15571,3.11302,3.15414,-0.266226,-0.234835,-0.257404,-0.23553,0.774515,0.744104,0.765864,0.745094,0.213667,0.18957,0.205628,0.189569,80.048,80.917,80.2716,80.9167,2.06254,2.06639,2.06319,2.06623,3279.72,3326.24,3284.2,3326.21,12571.5,12670.8,12581.6,12675.4,497.534,665.431,5540.59,3428.09,2044480.0,352.299,449.223,-1.29814,2301.73,22.1331,-2.02008,916.652,1322.96,231.0,772.289,1822.67,-2.31236,17.4092,334.253,2154750.0,5743.3,349.967,381.567,333.116,6357.84,917.919,3595.11,0.461407,0.368782,0.632933,0.389365,0.279588,0.0,46.0,583.0,269.0,215.0,369.0,227.0,163.0,0.073132,0.926868,2266.95
