Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
L15,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.113369,0.0244947,36.2474,29.7086,2.22162,1.83425,557.574,368.132,405.031,2397930.0,350.807,5.15525,9.96056,634.902,764.901,278087.0,271540.0,16213.1,5428.46,6513.78,16174.9,5719.26,0.592152,7101360.0,3400190.0,2377660.0,5742100.0,2024620.0,355.932,469.049,2035670.0,0.003756,0.00351081,0.0036511,0.00352459,435.214,614.373,445.761,622.097,149903000.0,152869000.0,148645000.0,152770000.0,1.6104,1.691,1.63055,1.69261,4.87886e-05,4.3979e-05,4.89322e-05,4.38753e-05,3.33786,3.38489,3.35429,3.3859,-0.296322,-0.274236,-0.286531,-0.273823,0.823878,0.807009,0.816105,0.806658,0.157242,0.137679,0.147067,0.137737,107.81,109.047,108.122,109.047,2.22695,2.23528,2.23051,2.23527,5450.47,5529.1,5459.91,5529.0,21099.0,21306.7,21119.9,21302.5,264.377,267.648,2455.11,2224.54,974349.0,1281570.0,342.742,502.441,-5.17336,1120.06,12.2355,-4.37367,553.269,666.033,171.0,421.017,896.818,-4.96322,12.9197,160.522,2011130.0,5655.41,314.799,299.035,298.875,4413.75,700.887,3280.41,0.83908,0.83908,1.0,0.680077,0.678161,2.0,418.0,522.0,438.0,438.0,522.0,355.0,354.0,0.444681,0.555319,2209.13
D10,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.225601,0.111477,43.6615,51.0452,12.2117,14.1651,713.627,349.0,345.6,2637120.0,341.327,6.55511,9.38546,687.537,731.088,343081.0,331914.0,17400.8,6480.32,7556.21,16509.6,6390.35,0.611929,8683000.0,4586620.0,3233680.0,7495340.0,2894830.0,342.663,401.375,2189740.0,0.00201984,0.00179997,0.00191908,0.00180828,421.941,612.939,436.851,604.945,162897000.0,166681000.0,161580000.0,166696000.0,1.60329,1.68889,1.62229,1.68564,5.02012e-05,4.48352e-05,5.05168e-05,4.52166e-05,3.33567,3.38619,3.35131,3.38404,-0.299647,-0.27593,-0.289824,-0.277025,0.826346,0.808359,0.818483,0.809184,0.159918,0.139336,0.150067,0.139743,107.137,108.383,107.4,108.382,2.23128,2.23856,2.23361,2.23852,5475.62,5555.2,5483.32,5555.13,21208.4,21413.1,21219.4,21416.8,226.396,228.278,3454.49,3093.36,1543590.0,2096870.0,353.153,546.592,-5.90315,1011.26,10.8394,-5.00773,499.399,603.17,171.0,392.712,807.89,-5.72449,7.71302,131.89,2387580.0,6604.87,321.214,289.572,252.88,4898.36,827.71,3376.72,0.822076,0.822076,1.0,0.747941,0.746293,1.0,453.0,607.0,499.0,499.0,607.0,454.0,453.0,0.427358,0.572642,2245.81
J07,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut,0.122972,0.0388894,38.4922,31.9534,3.70465,3.14409,554.222,333.005,435.054,2066750.0,338.325,4.7264,11.1324,476.393,704.824,348243.0,479280.0,13355.0,5320.55,6206.37,15773.6,5567.1,0.506876,9762510.0,5436780.0,3889330.0,10726100.0,3785630.0,335.365,545.842,1867010.0,0.00175331,0.00156192,0.00166139,0.00156467,441.099,617.414,457.518,613.219,196916000.0,200475000.0,195449000.0,200521000.0,1.63083,1.71066,1.64921,1.70993,4.65555e-05,4.205e-05,4.71255e-05,4.20215e-05,3.39428,3.44034,3.40907,3.44015,-0.292279,-0.270589,-0.283352,-0.270662,0.824538,0.807503,0.817276,0.807538,0.146175,0.12719,0.136747,0.127145,112.9,114.115,113.221,114.114,2.25948,2.26643,2.2623,2.26625,5770.2,5849.0,5780.79,5848.94,22345.0,22552.2,22364.6,22554.1,249.897,262.475,2630.31,2219.16,1622210.0,2304150.0,326.994,478.981,-5.33301,906.632,12.8976,-4.14911,454.254,551.732,171.0,365.192,731.086,-4.60258,9.83404,115.548,1978940.0,5888.48,307.55,260.491,377.994,3751.09,804.61,3612.04,0.834475,0.834475,1.0,0.776256,0.776256,3.0,347.0,876.0,731.0,731.0,876.0,680.0,680.0,0.283729,0.716271,2252.27
K11,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.178157,0.0534687,24.6048,44.1592,3.5157,5.96417,504.504,318.728,578.254,2384250.0,328.546,4.98465,10.0426,584.197,768.76,228421.0,252922.0,14936.8,6123.85,7480.51,17646.0,6791.11,0.648122,5840270.0,3762700.0,2388300.0,5805540.0,2234280.0,325.243,625.806,2208760.0,0.0027574,0.00251509,0.00268177,0.0025336,417.676,580.194,426.165,577.978,158709000.0,161587000.0,157766000.0,161602000.0,1.59254,1.67067,1.60782,1.66931,5.15034e-05,4.67314e-05,5.23646e-05,4.68847e-05,3.31811,3.36473,3.33123,3.36321,-0.290951,-0.268195,-0.282274,-0.269103,0.817428,0.799197,0.809972,0.799821,0.161539,0.142242,0.152827,0.142559,103.933,105.054,104.222,105.056,2.20971,2.21638,2.21211,2.21624,5038.25,5107.45,5047.16,5107.57,19476.9,19655.2,19496.0,19656.8,241.047,254.779,3933.66,3172.44,1237250.0,1978630.0,336.839,508.897,-5.89628,1063.39,10.6648,-4.8097,495.804,634.797,171.0,406.135,851.946,-5.32341,7.49025,129.878,2332920.0,7069.71,301.014,255.298,449.805,4850.05,1407.42,4573.53,0.777336,0.775348,1.0,0.654076,0.654076,0.0,253.0,503.0,391.0,390.0,503.0,329.0,329.0,0.334656,0.665344,2062.82
G11,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.0998603,0.0168548,25.6901,20.2048,1.07659,0.887935,564.001,399.921,436.141,3246290.0,463.959,3.93435,12.9846,530.976,1004.34,242656.0,390688.0,13981.3,5850.65,8117.34,19651.6,6782.01,0.569156,6389450.0,4350890.0,2667900.0,7644470.0,2638200.0,453.479,579.996,3075500.0,0.00220123,0.00198479,0.00209747,0.00198328,430.107,602.511,442.326,606.3,187328000.0,190645000.0,184957000.0,190628000.0,1.61616,1.69592,1.63355,1.69812,4.83391e-05,4.37117e-05,4.89442e-05,4.34181e-05,3.37717,3.42451,3.39162,3.42539,-0.29538,-0.273107,-0.28628,-0.272646,0.825894,0.80849,0.818513,0.808161,0.153029,0.133591,0.143801,0.133309,110.261,111.494,110.501,111.494,2.25251,2.25904,2.25477,2.25908,5571.84,5650.45,5575.88,5650.43,21570.0,21779.4,21567.0,21777.3,389.033,519.421,4378.26,2849.74,1299480.0,2346750.0,336.103,522.352,-6.36716,965.332,11.3925,-5.06494,468.035,580.748,171.0,380.713,774.33,-5.65764,8.91809,114.607,2309290.0,6973.6,304.8,291.596,368.356,4622.38,1458.06,4881.37,0.852612,0.850746,1.0,0.725746,0.725746,1.0,268.0,536.0,457.0,456.0,536.0,389.0,389.0,0.333333,0.666667,2294.19
H14,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.101424,0.0279196,25.6555,26.4063,1.77638,1.80839,602.146,428.46,377.583,3191740.0,459.107,4.35634,11.0059,538.466,825.822,288618.0,418692.0,15177.3,6363.16,7449.33,17883.1,6577.05,0.538154,8135020.0,4879310.0,3410650.0,9066760.0,3334560.0,462.43,445.929,3041430.0,0.00323846,0.00296676,0.00311246,0.0029533,403.246,578.668,425.647,576.314,162271000.0,165949000.0,161096000.0,165954000.0,1.58906,1.6717,1.60976,1.67127,5.14621e-05,4.63871e-05,5.16253e-05,4.63183e-05,3.32859,3.37724,3.34526,3.37736,-0.298106,-0.274727,-0.287938,-0.274683,0.824219,0.806304,0.816197,0.806357,0.162877,0.142602,0.153154,0.142726,106.405,107.631,106.722,107.632,2.22527,2.23216,2.22789,2.2322,5312.11,5389.81,5323.33,5389.87,20565.7,20770.4,20586.4,20771.8,425.92,482.659,3473.87,3027.64,1622810.0,2275380.0,353.225,538.196,-5.46008,1276.73,11.1992,-4.663,614.476,747.672,171.0,461.5,1015.86,-5.36054,6.89977,181.707,2791010.0,6868.12,310.203,253.671,311.352,4490.58,1066.24,4215.4,0.818321,0.818321,1.0,0.774046,0.774046,1.0,386.0,655.0,536.0,536.0,655.0,507.0,507.0,0.370797,0.629203,2344.95
F11,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.120995,0.0294329,31.2649,30.3669,2.3467,2.26718,594.034,318.157,522.328,2653530.0,339.03,4.34141,10.6745,558.507,851.729,253562.0,361133.0,14514.0,6437.26,8340.32,17901.1,6787.55,0.635135,6589340.0,4820710.0,2922520.0,7590050.0,2871130.0,334.111,672.354,2267790.0,0.00175929,0.00157157,0.00166303,0.00156854,421.245,592.922,430.931,592.828,174379000.0,177962000.0,172781000.0,177975000.0,1.61541,1.69555,1.63165,1.6965,4.86072e-05,4.38294e-05,4.9239e-05,4.38031e-05,3.36627,3.41334,3.38065,3.41368,-0.296863,-0.275023,-0.288085,-0.274859,0.826381,0.809576,0.819234,0.809549,0.1525,0.132942,0.143327,0.132682,108.272,109.513,108.582,109.512,2.24777,2.25448,2.25024,2.25439,5490.74,5570.99,5501.33,5570.9,21261.2,21478.0,21285.9,21477.7,234.442,254.809,4612.84,3321.65,1508030.0,2666220.0,338.17,549.0,-6.73981,919.644,10.098,-5.56416,472.008,555.915,171.0,368.764,738.506,-6.13356,5.81006,120.646,2279200.0,6763.57,313.316,233.584,423.461,4683.2,1223.46,4368.61,0.785467,0.785467,1.0,0.733564,0.731834,0.0,309.0,578.0,454.0,454.0,578.0,424.0,423.0,0.348365,0.651635,2197.05
D07,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Tunicamycin,0.172219,0.0591649,43.503,43.2391,6.4696,6.4477,701.371,326.778,474.332,3681300.0,370.951,6.29549,10.5232,575.569,694.459,395416.0,464593.0,15240.0,6998.86,11265.5,15577.2,6978.87,0.85941,10469900.0,8956040.0,4808220.0,10421100.0,4661890.0,370.883,616.76,2588350.0,0.00203868,0.00182603,0.00194616,0.00182237,416.911,625.969,437.953,629.162,187819000.0,191119000.0,186675000.0,191106000.0,1.60087,1.6913,1.62007,1.69274,5.04815e-05,4.48687e-05,5.0854e-05,4.4766e-05,3.35067,3.40326,3.36623,3.40365,-0.31072,-0.286146,-0.301397,-0.285909,0.837677,0.819861,0.830731,0.81973,0.163362,0.141988,0.153866,0.141672,110.039,111.283,110.344,111.281,2.25394,2.26,2.25599,2.26026,5825.87,5906.87,5837.26,5906.74,22595.1,22794.3,22615.3,22792.1,233.693,262.157,7024.27,3399.23,2335270.0,5584300.0,364.122,580.703,-6.31241,1063.74,11.0494,-5.23169,521.39,629.703,171.059,406.249,846.815,-5.94851,8.05519,140.623,3930970.0,12574.7,331.089,279.563,330.317,4008.38,1151.08,3064.21,0.864151,0.864151,1.0,0.841509,0.840252,0.0,553.0,795.0,687.0,687.0,795.0,669.0,668.0,0.410237,0.589763,2455.47
L10,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.0970536,0.0208952,27.1016,27.4535,1.42591,1.44373,549.065,342.109,405.994,2277700.0,341.147,5.54412,11.7281,594.464,776.546,363812.0,362647.0,16587.9,5955.71,6657.82,16592.9,6269.29,0.62979,10151800.0,4880180.0,3644900.0,7748910.0,2921490.0,347.878,484.289,2180950.0,0.00185336,0.00165283,0.00174279,0.00165487,458.296,639.313,467.724,635.264,193282000.0,197155000.0,192111000.0,197201000.0,1.64019,1.71916,1.657,1.71758,4.57727e-05,4.13057e-05,4.62911e-05,4.14827e-05,3.39742,3.44377,3.41224,3.4429,-0.285902,-0.264212,-0.276921,-0.264707,0.819286,0.801816,0.811734,0.802223,0.143658,0.124995,0.134502,0.125138,112.095,113.362,112.419,113.362,2.25187,2.25885,2.255,2.25878,5593.44,5673.61,5604.13,5673.56,21634.3,21845.9,21659.2,21847.7,272.865,290.37,2738.08,2569.97,1572820.0,2007010.0,336.691,457.447,-3.84806,1034.25,11.8129,-3.49686,503.469,620.575,171.0,398.543,830.661,-4.04731,6.85147,138.693,2490630.0,7192.52,308.366,266.07,340.393,4937.33,1005.92,3964.82,0.834925,0.834925,1.0,0.637108,0.635744,0.0,391.0,733.0,612.0,612.0,733.0,467.0,466.0,0.347865,0.652135,2348.39
D15,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.222413,0.0642146,38.223,40.5067,6.11169,6.45204,636.903,314.553,380.942,3423220.0,363.811,5.81766,13.9608,715.171,1042.73,251025.0,346185.0,17379.5,7416.5,10882.8,20552.4,7848.37,0.730475,6100200.0,4984320.0,2603190.0,6823390.0,2605660.0,362.263,485.959,2843180.0,0.00223736,0.00199316,0.00207789,0.00199604,424.848,601.857,444.415,599.07,166805000.0,170587000.0,165659000.0,170570000.0,1.62174,1.7043,1.6438,1.70343,4.66243e-05,4.17984e-05,4.67282e-05,4.18765e-05,3.37302,3.4211,3.39073,3.4203,-0.29233,-0.270042,-0.281938,-0.270494,0.821832,0.804618,0.813342,0.804942,0.149476,0.129404,0.139174,0.12966,110.011,111.268,110.344,111.268,2.24511,2.25215,2.24814,2.252,5554.46,5636.3,5566.1,5636.3,21508.7,21728.4,21531.7,21729.9,231.369,268.592,6937.17,4123.75,1447440.0,3177230.0,344.01,597.756,-6.93273,1047.05,10.5607,-5.82433,533.511,624.47,171.0,401.861,837.649,-6.49345,9.52857,146.933,3161330.0,9411.83,319.537,258.766,290.811,4682.26,1113.13,4037.79,0.766376,0.766376,1.0,0.724891,0.724891,0.0,308.0,458.0,351.0,351.0,458.0,332.0,332.0,0.402089,0.597911,2142.72
N06,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Sodium Arsenite,0.14324,0.0448166,30.0828,30.8844,3.39139,3.54745,573.814,340.829,475.266,2033500.0,323.959,6.64716,9.09783,654.333,668.225,369044.0,368860.0,15686.4,5344.87,5966.32,15497.4,5264.94,0.486816,8847140.0,4164490.0,3009160.0,8554560.0,2906250.0,328.684,627.002,1730500.0,0.00190978,0.00172263,0.00181949,0.0017248,420.72,595.847,440.789,595.78,177589000.0,180256000.0,176081000.0,180253000.0,1.61485,1.69391,1.63373,1.69366,4.86197e-05,4.41013e-05,4.91014e-05,4.41758e-05,3.36203,3.40728,3.37697,3.40695,-0.290686,-0.269049,-0.281362,-0.269191,0.821312,0.804126,0.813509,0.80413,0.150229,0.131581,0.140876,0.131591,107.729,108.843,108.032,108.842,2.23618,2.24284,2.23867,2.24294,5353.39,5421.71,5361.61,5421.59,20715.6,20881.3,20723.3,20880.8,251.532,250.881,2207.73,2227.89,1254300.0,1541000.0,323.689,443.789,-4.46281,897.776,12.9276,-3.4911,442.522,546.91,171.0,363.071,724.222,-3.87572,10.9242,109.423,1746080.0,5286.03,328.993,266.781,371.064,4083.27,622.534,3230.16,0.808023,0.80659,1.0,0.790831,0.790831,0.0,457.0,698.0,564.0,563.0,698.0,552.0,552.0,0.395671,0.604329,2120.54
G07,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut,0.183423,0.0953089,45.1783,31.5407,10.7026,7.75138,688.088,366.805,421.236,2735150.0,376.676,6.11164,12.5468,582.44,780.877,365190.0,475554.0,14554.2,5715.02,7456.68,16014.1,5757.34,0.539798,9125470.0,5264420.0,3583320.0,9752560.0,3488950.0,374.533,526.204,2156320.0,0.00294195,0.00266995,0.00285402,0.00267156,401.007,598.803,412.472,599.647,163183000.0,166358000.0,162249000.0,166352000.0,1.57091,1.66003,1.58647,1.66062,5.40604e-05,4.82943e-05,5.48016e-05,4.82212e-05,3.28952,3.34203,3.30287,3.34193,-0.314718,-0.289753,-0.306127,-0.289843,0.837026,0.819126,0.830626,0.819239,0.177502,0.155592,0.168438,0.155526,105.087,106.327,105.355,106.327,2.22094,2.22777,2.2226,2.22779,5555.02,5635.29,5565.34,5635.38,21546.8,21750.8,21569.9,21750.7,231.455,244.232,3282.54,2311.91,1449570.0,2317470.0,385.445,596.809,-6.67095,1135.02,10.9446,-5.70122,547.951,668.64,171.0,424.694,902.837,-6.44247,8.06613,151.502,2471600.0,6397.05,336.973,294.123,324.716,3921.32,745.82,3147.53,0.888102,0.888102,1.0,0.862606,0.858357,0.0,514.0,706.0,627.0,627.0,706.0,609.0,606.0,0.421311,0.578689,2453.54
B11,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.13785,0.036275,32.2298,32.4614,2.97692,2.99261,550.221,361.927,435.032,2800000.0,378.851,4.36636,9.61751,509.21,728.293,220997.0,316079.0,14785.3,6919.64,7736.37,17254.8,6858.19,0.523775,6416830.0,3922340.0,3003120.0,7488600.0,2976450.0,371.741,534.614,2549470.0,0.0026113,0.00237166,0.00251263,0.00236005,420.6,595.648,440.273,602.036,199359000.0,203186000.0,197361000.0,203140000.0,1.60901,1.69102,1.6296,1.69365,4.87874e-05,4.38278e-05,4.90837e-05,4.35702e-05,3.37765,3.42621,3.39341,3.42727,-0.300661,-0.277808,-0.290809,-0.277229,0.829796,0.812494,0.821881,0.812115,0.155983,0.13584,0.146011,0.135325,110.916,112.16,111.15,112.16,2.25919,2.26517,2.26079,2.26528,5682.88,5762.98,5687.11,5762.97,22013.8,22228.1,22008.3,22224.8,296.867,319.514,4161.93,3702.14,1606730.0,2110100.0,341.479,557.298,-6.86557,1028.24,11.0354,-5.50753,498.764,614.052,171.0,396.899,822.684,-6.14487,9.06647,133.444,2582030.0,7456.55,300.144,255.944,353.655,4475.44,1354.69,4326.51,0.856016,0.856016,1.0,0.856016,0.856016,0.0,187.0,507.0,434.0,434.0,507.0,434.0,434.0,0.269452,0.730548,2351.77
O10,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.196885,0.0550367,32.203,34.1826,4.47296,4.66549,489.512,299.184,441.577,2726230.0,307.841,6.44471,12.1108,654.075,840.566,277982.0,280749.0,15952.5,6561.92,9112.23,17973.5,7258.72,0.889492,6779800.0,5339770.0,2788820.0,6003160.0,2417150.0,307.738,486.052,2233780.0,0.00195388,0.00176808,0.00186928,0.00176803,462.552,633.734,472.743,620.494,191252000.0,195088000.0,189846000.0,195198000.0,1.63191,1.70801,1.64882,1.70488,4.71709e-05,4.29357e-05,4.78191e-05,4.31068e-05,3.37139,3.41585,3.38578,3.41445,-0.279007,-0.257776,-0.269948,-0.258497,0.809547,0.791632,0.801341,0.79228,0.146267,0.127964,0.137215,0.128107,110.318,111.519,110.625,111.518,2.22885,2.23575,2.23185,2.23565,5477.83,5554.38,5486.88,5554.25,21179.7,21381.6,21197.2,21387.6,209.744,221.904,5026.15,3249.77,1381150.0,2945320.0,325.459,484.399,-4.91297,957.295,11.6431,-4.12234,473.226,579.371,171.0,378.371,771.03,-4.61313,7.70673,123.651,2518450.0,7977.64,296.022,245.207,364.199,4876.14,1280.52,4195.9,0.725256,0.725256,1.0,0.569966,0.568259,3.0,467.0,586.0,425.0,425.0,586.0,334.0,333.0,0.443495,0.556505,2148.8
H12,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.0994994,0.0259397,26.2565,23.7603,1.70134,1.50427,569.816,353.466,399.965,2877290.0,371.723,4.26068,10.5082,554.261,818.1,259394.0,350965.0,17253.5,7090.66,8140.2,17950.6,6792.01,0.594068,8074620.0,4574800.0,3318430.0,7700790.0,2913770.0,380.528,453.418,2584550.0,0.00165801,0.00147609,0.00156576,0.00147589,438.309,615.242,454.498,617.301,194344000.0,198249000.0,192499000.0,198227000.0,1.62814,1.70736,1.64698,1.70853,4.71641e-05,4.26029e-05,4.75669e-05,4.2456e-05,3.38943,3.43571,3.40435,3.43627,-0.289563,-0.26779,-0.280272,-0.267476,0.82155,0.804106,0.8138,0.803843,0.147026,0.127927,0.137455,0.127718,110.802,112.042,111.049,112.044,2.25287,2.25919,2.25531,2.25906,5578.93,5658.84,5584.12,5658.93,21591.4,21805.0,21592.3,21804.4,310.35,344.001,4416.73,3688.77,1726340.0,2482200.0,327.347,507.745,-5.95365,927.762,10.7853,-4.82845,456.817,562.667,171.0,370.841,747.159,-5.36214,6.34918,112.883,2535900.0,7492.15,303.265,295.463,321.374,4713.44,1038.35,3867.42,0.83274,0.83274,1.0,0.763345,0.763345,1.0,249.0,562.0,468.0,468.0,562.0,429.0,429.0,0.307028,0.692972,2390.33
C08,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Tunicamycin,0.102116,0.0249569,30.2707,29.2899,1.92375,1.83986,527.62,413.623,384.218,2475500.0,425.644,4.69888,11.7282,474.637,711.969,422427.0,628669.0,12309.0,5092.74,5984.93,14782.8,5245.01,0.553871,10955000.0,7229790.0,4527450.0,13053200.0,4620850.0,420.894,455.29,2207590.0,0.00336677,0.00314155,0.00328895,0.0031096,401.068,580.986,423.56,585.015,166842000.0,169755000.0,165710000.0,169690000.0,1.59179,1.67431,1.61222,1.67518,5.07419e-05,4.57175e-05,5.10417e-05,4.57175e-05,3.31819,3.36531,3.33407,3.3656,-0.299482,-0.276847,-0.289836,-0.27666,0.824891,0.80756,0.817159,0.807493,0.161781,0.142087,0.152066,0.141972,106.569,107.7,106.89,107.698,2.21896,2.2262,2.22181,2.22617,5465.67,5537.05,5477.78,5536.93,21182.3,21357.3,21203.8,21354.7,356.949,410.58,1787.19,1652.73,1469270.0,2158930.0,378.226,471.265,-2.54039,1286.34,12.8123,-2.44802,615.702,754.746,171.0,464.123,1025.38,-2.77188,9.10835,190.588,2491010.0,5857.07,303.474,317.064,312.199,3779.15,827.714,3489.05,0.736755,0.735927,1.0,0.73096,0.729305,2.0,1008.0,1208.0,890.0,889.0,1208.0,883.0,881.0,0.454874,0.545126,2206.28
